#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1403636579863555584,-0.062831853071795868,-0.13055062804917586,0.018151424220741029,8.1150028750000001,-0.44129924999999998,-2.7785508333333331
1403636579868555520,-0.058643062867009467,-0.13194689145077129,0.031415926535897934,8.0251085833333331,-0.4903325,-2.8847895416666667
1403636579873555456,-0.048171087355043489,-0.14660765716752369,0.047472955654245766,8.0005919583333327,-0.4494714583333333,-2.9828560416666661
1403636579878555392,-0.040491638646268438,-0.16057029118347829,0.064228116473391328,7.9597309166666657,-0.43312704166666666,-3.0890947499999997
1403636579883555584,-0.040491638646268438,-0.16755160819145562,0.073303828583761846,7.9760753333333332,-0.40861041666666664,-3.1871612499999999
1403636579888555520,-0.043284165449459372,-0.17662732030182612,0.076794487087750496,7.9842475416666669,-0.40861041666666664,-3.2443667083333327
1403636579893555456,-0.044680428851054839,-0.18919369091618532,0.08237954069413235,7.9679031249999994,-0.36774937499999999,-3.2688833333333331
1403636579898555392,-0.045378560551852569,-0.20106192982974677,0.074001960284559576,8.0169363750000002,-0.53936574999999998,-3.2116778749999999
1403636579903555584,-0.039095375244672985,-0.21362830044410594,0.071209433481368656,8.1640361249999991,-0.57205458333333326,-3.1953334583333328
1403636579908555520,-0.032812189937493394,-0.22270401255447644,0.064926248174189058,8.3029636666666669,-0.61291562499999996,-3.1708168333333329
1403636579913555456,-0.020245819323134219,-0.23038346126325149,0.060737457969402671,8.4664078333333332,-0.67829329166666663,-3.1054391666666663
1403636579918555392,-0.010471975511965976,-0.23247785636564469,0.061435589670200401,8.6298519999999996,-0.59657120833333332,-3.0890947499999997
1403636579923555584,-0.0013962634015954637,-0.23317598806644241,0.064228116473391328,8.6952296666666662,-0.4903325,-3.0482337083333335
1403636579928555520,0.0076794487087750501,-0.22759093446006054,0.064926248174189058,8.744262916666667,-0.46581587499999999,-3.0318892916666664
1403636579933555456,0.0076794487087750501,-0.22689280275926282,0.069115038378975438,8.7606073333333327,-0.37592158333333331,-3.0482337083333335
1403636579938555392,0.0076794487087750501,-0.2199114857512855,0.08168140899333462,8.6870574583333333,-0.35957716666666667,-3.0727503333333335
1403636579943555584,0.0048869219055841231,-0.21642082724729686,0.089360857702109678,8.6380242083333325,-0.35140495833333335,-3.1299557916666663
1403636579948555520,-0.0020943951023931952,-0.21851522234969004,0.10122909661567112,8.6216797916666668,-0.21247741666666667,-3.1789890416666662
1403636579953555456,-0.0076794487087750501,-0.21153390534171271,0.10611601852125524,8.5971631666666664,-0.122583125,-3.1789890416666662
1403636579958555392,-0.020245819323134219,-0.21013764194011728,0.1075122819228507,8.5808187499999988,-0.073549874999999987,-3.1953334583333328
1403636579963555584,-0.029321531433504733,-0.21153390534171271,0.11100294042683936,8.5889909583333335,-0.122583125,-3.2852277500000002
1403636579968555520,-0.038397243543875248,-0.20385445663293766,0.11379546723003027,8.5236132916666651,-0.196133,-3.2688833333333331
1403636579973555456,-0.040491638646268438,-0.1954768762233649,0.12147491593880534,8.4990966666666665,-0.32688833333333334,-3.2280222916666665
1403636579978555392,-0.033510321638291124,-0.19757127132575814,0.13892820845874865,8.5563021250000002,-0.53936574999999998,-3.2361944999999999
1403636579983555584,-0.020943951023931952,-0.18779742751458986,0.15219271077390556,8.5236132916666651,-0.68646550000000006,-3.2116778749999999
1403636579988555520,-0.0048869219055841231,-0.18011797880581482,0.1626646862858715,8.5808187499999988,-0.84990966666666667,-3.2361944999999999
1403636579993555456,0.0097738438111682462,-0.17383479349863523,0.16894787159305111,8.6380242083333325,-0.86625408333333331,-3.2361944999999999
1403636579998555392,0.024434609527920613,-0.16057029118347829,0.16964600329384885,8.6380242083333325,-0.86625408333333331,-3.2198500833333328
1403636580003555584,0.032812189937493394,-0.14451326206513049,0.16824973989225336,8.6707130416666658,-0.8253930416666666,-3.2280222916666665
1403636580008555520,0.039095375244672985,-0.13683381335635544,0.15498523757709648,8.744262916666667,-0.53936574999999998,-3.3179165833333331
1403636580013555456,0.039095375244672985,-0.13124875974997358,0.13962634015954636,8.8096405833333318,-0.36774937499999999,-3.3832942499999996
1403636580018555392,0.034208453339088861,-0.12147491593880534,0.13543754995475996,8.8995348749999987,-0.17978858333333333,-3.3751220416666667
1403636580023555584,0.017453292519943295,-0.12356931104119852,0.12985249634837812,8.9730847499999999,0.016344416666666667,-3.3996386666666667
1403636580028555520,0.0034906585039886592,-0.1270599695451872,0.12636183784438945,9.0302902083333318,0.10623870833333333,-3.4241552916666667
1403636580033555456,-0.013962634015954637,-0.12775810124598494,0.12217304763960307,9.193734375,0.13075533333333333,-3.3914664583333329
1403636580038555392,-0.027925268031909273,-0.12985249634837812,0.1165879940332212,9.422556208333333,0.16344416666666667,-3.3914664583333329
1403636580043555584,-0.037000980142279788,-0.12426744274199628,0.1075122819228507,9.5287949166666657,0.024516625,-3.3506054166666663
1403636580048555520,-0.043284165449459372,-0.12356931104119852,0.094945911308491532,9.6268614166666655,-0.057205458333333334,-3.3506054166666663
1403636580053555456,-0.043284165449459372,-0.11728612573401893,0.092153384505300612,9.6922390833333321,-0.057205458333333334,-3.366949833333333
1403636580058555392,-0.041887902047863905,-0.11379546723003027,0.092153384505300612,9.5860003749999994,-0.22064962499999999,-3.342433208333333
1403636580063555584,-0.034208453339088861,-0.11030480872604163,0.099134701513277898,9.5533115416666661,-0.36774937499999999,-3.3914664583333329
1403636580068555520,-0.02583087292951608,-0.11100294042683936,0.12356931104119852,9.3816951666666668,-0.43312704166666666,-3.4159830833333329
1403636580073555456,-0.013962634015954637,-0.10821041362364843,0.14381513036433274,9.3244897083333331,-0.49850470833333332,-3.4159830833333329
1403636580078555392,0.0020943951023931952,-0.098436569812480182,0.1668534764906579,9.3980395833333326,-0.64560445833333324,-3.4895329583333332
1403636580083555584,0.011868238913561441,-0.089360857702109678,0.18221237390820799,9.422556208333333,-0.6701210833333332,-3.6529771249999996
1403636580088555520,0.023736477827122883,-0.073303828583761846,0.19268434942017396,9.3898673749999997,-0.64560445833333324,-3.7755602499999998
1403636580093555456,0.029321531433504733,-0.062831853071795868,0.19687313962496036,9.3653507499999993,-0.63743225000000003,-3.8327657083333331
1403636580098555392,0.029321531433504733,-0.057944931166211737,0.19338248112097173,9.3081452916666674,-0.52302133333333334,-3.8491101249999997
1403636580103555584,0.0307177948351002,-0.050963614158234416,0.18430676901060122,9.2182509999999986,-0.50667691666666659,-3.881798958333333
1403636580108555520,0.023038346126325153,-0.050265482457436693,0.17523105690023066,9.242767624999999,-0.49850470833333332,-3.9553488333333329
1403636580113555456,0.020245819323134219,-0.052359877559829883,0.16336281798666924,9.3653507499999993,-0.43312704166666666,-3.9880376666666666
1403636580118555392,0.023038346126325153,-0.050963614158234416,0.15428710587629874,9.3980395833333326,-0.38409379166666668,-3.8981433750000001
1403636580123555584,0.017453292519943295,-0.05375614096142535,0.14590952546672595,9.4797616666666666,-0.37592158333333331,-3.8654545416666664
1403636580128555520,0.010471975511965976,-0.05166174585903216,0.13334315485236678,9.5614837499999989,-0.38409379166666668,-3.7919046666666665
1403636580133555456,0.0034906585039886592,-0.055850536063818547,0.12566370614359174,9.6105169999999998,-0.40043820833333332,-3.702010375
1403636580138555392,0.0069813170079773184,-0.059341194567807204,0.11519173063162574,9.6595502499999988,-0.48216029166666663,-3.5549106249999998
1403636580143555584,0.0076794487087750501,-0.060737457969402671,0.11309733552923257,9.7494445416666657,-0.4494714583333333,-3.5303939999999998
1403636580148555520,0.013962634015954637,-0.058643062867009467,0.1165879940332212,9.7739611666666661,-0.37592158333333331,-3.5058773749999999
1403636580153555456,0.016755160819145562,-0.055850536063818547,0.12496557444279401,9.8556832499999985,-0.22064962499999999,-3.587599458333333
1403636580158555392,0.01117010721276371,-0.050265482457436693,0.12985249634837812,9.9292331249999997,-0.089894291666666667,-3.6856659583333333
1403636580163555584,0.008377580409572781,-0.05166174585903216,0.12775810124598494,9.6513780416666659,-0.26968287499999999,-3.5549106249999998
1403636580168555520,0.013962634015954637,-0.069813170079773182,0.12566370614359174,9.5614837499999989,-0.49850470833333332,-3.3832942499999996
1403636580173555456,0.025132741228718346,-0.074700091985357306,0.1291543646475804,9.6350336250000002,-0.58839899999999989,-3.5957716666666664
1403636580178555392,0.033510321638291124,-0.07609635538695278,0.11588986233242347,9.7576167499999986,-0.41678262500000002,-3.8164212916666664
1403636580183555584,0.028623399732707,-0.064926248174189058,0.096342174710086978,9.8801998750000006,-0.3105439166666667,-3.9390044166666667
1403636580188555520,0.018849555921538759,-0.05445427266222308,0.088662726001311934,9.7576167499999986,-0.26151066666666667,-3.947176625
1403636580193555456,0.014660765716752367,-0.063529984772593598,0.07749261878854824,9.5451393333333332,-0.38409379166666668,-3.8736267500000001
1403636580198555392,0.0041887902047863905,-0.064228116473391328,0.056548667764616284,9.7085834999999996,-0.47398808333333331,-3.8981433750000001
1403636580203555584,-0.0027925268031909274,-0.075398223686155036,0.039793506945470715,9.7657889583333333,-0.4903325,-4.0043820833333328
1403636580208555520,-0.0055850536063818549,-0.08168140899333462,0.030019663134302467,9.7821333750000008,-0.55571016666666662,-3.9553488333333329
1403636580213555456,-0.0076794487087750501,-0.07819075048934597,0.027925268031909273,9.8883720833333317,-0.63743225000000003,-3.9553488333333329
1403636580218555392,-0.0076794487087750501,-0.080285145591739146,0.033510321638291124,9.8883720833333317,-0.60474341666666664,-3.92266
1403636580223555584,-0.0041887902047863905,-0.084473935796525554,0.041887902047863905,9.9700941666666658,-0.57205458333333326,-3.8899711666666663
1403636580228555520,-0.0020943951023931952,-0.073303828583761846,0.056548667764616284,9.994610791666668,-0.65377666666666667,-3.8164212916666664
1403636580233555456,-0.0027925268031909274,-0.07819075048934597,0.067020643276582248,9.8801998750000006,-0.71098212499999991,-3.7755602499999998
1403636580238555392,0.0048869219055841231,-0.078888882190143686,0.071907565182166372,9.8393388333333327,-0.66194887499999999,-3.7592158333333332
1403636580243555584,0.01117010721276371,-0.080983277292536876,0.071209433481368656,9.7249279166666671,-0.6292600416666666,-3.7510436249999999
1403636580248555520,0.010471975511965976,-0.092851516206098328,0.069115038378975438,9.7903055833333319,-0.52302133333333334,-3.8164212916666664
1403636580253555456,0.0062831853071795866,-0.094945911308491532,0.060039326268604934,9.822994416666667,-0.392266,-3.881798958333333
1403636580258555392,0.0027925268031909274,-0.094247779607693802,0.050265482457436693,9.7657889583333333,-0.41678262500000002,-3.9635210416666666
1403636580263555584,0.0027925268031909274,-0.10053096491487339,0.039793506945470715,9.872027666666666,-0.40861041666666664,-4.0534153333333327
1403636580268555520,-0.0027925268031909274,-0.099832833214075656,0.024434609527920613,9.7821333750000008,-0.40043820833333332,-4.1106207916666664
1403636580273555456,-0.010471975511965976,-0.1075122819228507,0.0069813170079773184,9.7657889583333333,-0.42495483333333334,-4.1759984583333329
1403636580278555392,-0.014660765716752367,-0.12147491593880534,-0.0076794487087750501,9.831166624999998,-0.31871612500000002,-4.2495483333333333
1403636580283555584,-0.017453292519943295,-0.12566370614359174,-0.018849555921538759,9.7903055833333319,-0.29419949999999995,-4.2577205416666661
1403636580288555520,-0.020943951023931952,-0.13753194505715316,-0.033510321638291124,9.7657889583333333,-0.31871612500000002,-4.3067537916666661
1403636580293555456,-0.02722713633111154,-0.14381513036433274,-0.043982297150257102,9.7821333750000008,-0.35140495833333335,-4.3312704166666665
1403636580298555392,-0.02722713633111154,-0.15428710587629874,-0.046774823953448029,9.6922390833333321,-0.34323275000000003,-4.2250317083333329
1403636580303555584,-0.020245819323134219,-0.1556833692778942,-0.042586033748661642,9.6350336250000002,-0.45764366666666667,-4.1759984583333329
1403636580308555520,-0.0090757121103705145,-0.15987215948268058,-0.032812189937493394,9.5451393333333332,-0.51484912499999991,-4.0697597499999993
1403636580313555456,0.00069813170079773186,-0.17592918860102841,-0.016057029118347832,9.3898673749999997,-0.58022679166666657,-3.9798654583333328
1403636580318555392,0.013264502315156905,-0.18570303241219666,0.010471975511965976,9.332661916666666,-0.6701210833333332,-3.906315583333333
1403636580323555584,0.030019663134302467,-0.1954768762233649,0.028623399732707,9.3408341249999989,-0.71915433333333334,-3.8736267500000001
1403636580328555520,0.042586033748661642,-0.19687313962496036,0.044680428851054839,9.3735229583333322,-0.75184316666666662,-3.8491101249999997
1403636580333555456,0.050265482457436693,-0.19687313962496036,0.060737457969402671,9.5696559583333336,-0.65377666666666667,-3.906315583333333
1403636580338555392,0.057944931166211737,-0.20036379812894903,0.069115038378975438,9.6840668749999992,-0.48216029166666663,-3.9880376666666666
1403636580343555584,0.058643062867009467,-0.19757127132575814,0.07958701389094143,9.6840668749999992,-0.34323275000000003,-4.0207264999999994
1403636580348555520,0.043982297150257102,-0.20245819323134223,0.091455252804502868,9.6840668749999992,-0.29419949999999995,-4.0125542916666666
1403636580353555456,0.034208453339088861,-0.21083577364091499,0.097040306410884708,9.6840668749999992,-0.23699404166666665,-4.0207264999999994
1403636580358555392,0.022340214425527419,-0.22759093446006054,0.095644043009289262,9.7167557083333325,-0.17978858333333333,-4.0288987083333332
1403636580363555584,0.010471975511965976,-0.23527038316883564,0.089360857702109678,9.7903055833333319,-0.20430520833333332,-4.0452431249999998
1403636580368555520,0.00069813170079773186,-0.24504422698000386,0.074700091985357306,9.8965442916666664,-0.20430520833333332,-4.1106207916666664
1403636580373555456,-0.010471975511965976,-0.25761059759436306,0.057944931166211737,10.019127416666667,-0.17161637500000002,-4.1024485833333335
1403636580378555392,-0.016755160819145562,-0.26459191460234038,0.034208453339088861,10.068160666666666,-0.22064962499999999,-4.126965208333333
1403636580383555584,-0.023038346126325153,-0.27087509990951991,0.019547687622336492,10.084505083333333,-0.22882183333333334,-4.1106207916666664
1403636580388555520,-0.025132741228718346,-0.28274333882308139,0.0062831853071795866,10.068160666666666,-0.24516625,-4.0452431249999998
1403636580393555456,-0.023736477827122883,-0.29251718263424964,0.00069813170079773186,10.027299624999999,-0.3350605416666666,-4.0615875416666665
1403636580398555392,-0.016057029118347832,-0.30298915814621558,0.00069813170079773186,10.084505083333333,-0.43312704166666666,-4.1351374166666668
1403636580403555584,-0.008377580409572781,-0.31346113365818162,0.01117010721276371,10.166227166666665,-0.4494714583333333,-4.1596540416666663
1403636580408555520,0.0048869219055841231,-0.31555552876057474,0.018151424220741029,10.141710541666667,-0.51484912499999991,-4.2332039166666666
1403636580413555456,0.008377580409572781,-0.31974431896536115,0.02722713633111154,10.223432624999999,-0.53936574999999998,-4.3149259999999998
1403636580418555392,0.019547687622336492,-0.32253684576855213,0.040491638646268438,10.313326916666666,-0.49850470833333332,-4.4129924999999997
1403636580423555584,0.020943951023931952,-0.32253684576855213,0.045378560551852569,10.305154708333331,-0.58839899999999989,-4.4211647083333325
1403636580428555520,0.025132741228718346,-0.32672563597333848,0.049567350756638949,10.452254458333334,-0.61291562499999996,-4.4947145833333328
1403636580433555456,0.023736477827122883,-0.33091442617812489,0.060737457969402671,10.484943291666665,-0.51484912499999991,-4.4701979583333324
1403636580438555392,0.023736477827122883,-0.33091442617812489,0.071907565182166372,10.550320958333334,-0.53119354166666666,-4.5192312083333332
1403636580443555584,0.020943951023931952,-0.33300882128051806,0.080983277292536876,10.672904083333334,-0.44129924999999998,-4.5519200416666665
1403636580448555520,0.013264502315156905,-0.33649947978450673,0.094247779607693802,10.836348249999999,-0.3350605416666666,-4.5110590000000004
1403636580453555456,0.0069813170079773184,-0.3344050846821135,0.10053096491487339,10.893553708333332,-0.32688833333333334,-4.5519200416666665
1403636580458555392,-0.0027925268031909274,-0.32742376767413622,0.097738438111682452,10.999792416666665,-0.35957716666666667,-4.5682644583333332
1403636580463555584,-0.0090757121103705145,-0.32253684576855213,0.092153384505300612,11.073342291666666,-0.36774937499999999,-4.6172977083333331
1403636580468555520,-0.013264502315156905,-0.3204424506661589,0.084473935796525554,11.03248125,-0.35957716666666667,-4.5846088749999998
1403636580473555456,-0.0153588974175501,-0.31625366046137249,0.071209433481368656,11.048825666666666,-0.38409379166666668,-4.6990197916666663
1403636580478555392,-0.014660765716752367,-0.3239331091701475,0.068416906678177722,11.106031124999999,-0.3105439166666667,-4.7480530416666662
1403636580483555584,-0.012566370614359173,-0.32812189937493397,0.062133721370998138,11.179580999999999,-0.31871612500000002,-4.8216029166666665
1403636580488555520,-0.016755160819145562,-0.32742376767413622,0.055850536063818547,11.424747249999999,-0.38409379166666668,-4.9523582499999996
1403636580493555456,-0.010471975511965976,-0.33231068957972032,0.058643062867009467,11.588191416666666,-0.38409379166666668,-5.0177359166666671
1403636580498555392,0.0041887902047863905,-0.3295181627765294,0.062831853071795868,11.710774541666666,-0.46581587499999999,-5.0831135833333327
1403636580503555584,0.016755160819145562,-0.32323497746934982,0.07609635538695278,11.898735333333333,-0.58839899999999989,-5.1730078749999997
1403636580508555520,0.0307177948351002,-0.31136673855578839,0.097738438111682452,12.103040541666665,-0.50667691666666659,-5.2792465833333333
1403636580513555456,0.046076692252650306,-0.3057816849494065,0.11868238913561441,12.127557166666666,-0.4903325,-5.336452041666667
1403636580518555392,0.050963614158234416,-0.29042278753185646,0.13683381335635544,12.119384958333333,-0.48216029166666663,-5.4100019166666664
1403636580523555584,0.056548667764616284,-0.27925268031909273,0.14800392056911915,12.176590416666667,-0.40043820833333332,-5.4590351666666663
1403636580528555520,0.05166174585903216,-0.26947883650792448,0.15009831567151233,12.119384958333333,-0.27785508333333331,-5.5325850416666666
1403636580533555456,0.047472955654245766,-0.25970499269675623,0.14521139376592823,12.078523916666667,-0.29419949999999995,-5.5652738749999999
1403636580538555392,0.040491638646268438,-0.24923301718479024,0.13124875974997358,12.094868333333332,-0.27785508333333331,-5.6224793333333336
1403636580543555584,0.034906585039886591,-0.23457225146803787,0.1228711793404008,11.996801833333333,-0.3105439166666667,-5.6388237499999994
1403636580548555520,0.029321531433504733,-0.21572269554649914,0.11170107212763709,12.01314625,-0.36774937499999999,-5.6143071249999998
1403636580553555456,0.023736477827122883,-0.19966566642815131,0.099832833214075656,11.988629624999998,-0.40043820833333332,-5.6796847916666664
1403636580558555392,0.028623399732707,-0.18430676901060122,0.095644043009289262,11.955940791666666,-0.41678262500000002,-5.6224793333333336
1403636580563555584,0.032812189937493394,-0.16615534478986016,0.091455252804502868,12.004974041666665,-0.47398808333333331,-5.5979627083333323
1403636580568555520,0.033510321638291124,-0.14660765716752369,0.089360857702109678,12.086696124999998,-0.56388237500000005,-5.6224793333333336
1403636580573555456,0.046774823953448029,-0.1361356816555577,0.090757121103705138,12.168418208333332,-0.56388237500000005,-5.6306515416666665
1403636580578555392,0.057246799465414,-0.12007865253720987,0.097040306410884708,12.241968083333333,-0.60474341666666664,-5.5979627083333323
1403636580583555584,0.064926248174189058,-0.10332349171806432,0.10262536001726656,12.372723416666666,-0.58022679166666657,-5.5979627083333323
1403636580588555520,0.067020643276582248,-0.086568330898918744,0.10890854532444616,12.397240041666667,-0.48216029166666663,-5.6306515416666665
1403636580593555456,0.066322511575784518,-0.062831853071795868,0.11309733552923257,12.348206791666668,-0.51484912499999991,-5.6143071249999998
1403636580598555392,0.066322511575784518,-0.043284165449459372,0.11309733552923257,12.307345749999998,-0.56388237500000005,-5.6224793333333336
1403636580603555584,0.064228116473391328,-0.029321531433504733,0.11588986233242347,12.20927925,-0.4903325,-5.6306515416666665
1403636580608555520,0.055850536063818547,-0.0069813170079773184,0.11030480872604163,12.070351708333332,-0.46581587499999999,-5.6224793333333336
1403636580613555456,0.044680428851054839,0.0069813170079773184,0.1054178868204575,11.923251958333333,-0.46581587499999999,-5.6061349166666661
1403636580618555392,0.036302848441482058,0.021642082724729686,0.097738438111682452,11.825185458333332,-0.40043820833333332,-5.5571016666666662
1403636580623555584,0.023736477827122883,0.036302848441482058,0.090757121103705138,11.645396874999999,-0.43312704166666666,-5.5080684166666662
1403636580628555520,0.011868238913561441,0.048171087355043489,0.080983277292536876,11.555502583333332,-0.55571016666666662,-5.4508629583333326
1403636580633555456,0.00069813170079773186,0.063529984772593598,0.072605696882964116,11.620880249999999,-0.55571016666666662,-5.3854852916666669
1403636580638555392,-0.0041887902047863905,0.074001960284559576,0.068416906678177722,11.514641541666665,-0.60474341666666664,-5.3201076249999995
1403636580643555584,-0.008377580409572781,0.08168140899333462,0.066322511575784518,11.547330375,-0.68646550000000006,-5.2629021666666658
1403636580648555520,-0.013264502315156905,0.097738438111682452,0.064926248174189058,11.653569083333332,-0.59657120833333332,-5.2710743749999995
1403636580653555456,-0.013962634015954637,0.10611601852125524,0.063529984772593598,11.629052458333332,-0.56388237500000005,-5.1975245000000001
1403636580658555392,-0.017453292519943295,0.11798425743481668,0.058643062867009467,11.629052458333332,-0.49850470833333332,-5.1076302083333331
1403636580663555584,-0.022340214425527419,0.12636183784438945,0.055850536063818547,11.686257916666666,-0.4494714583333333,-5.115802416666666
1403636580668555520,-0.028623399732707,0.13683381335635544,0.046774823953448029,11.645396874999999,-0.34323275000000003,-5.0831135833333327
1403636580673555456,-0.034208453339088861,0.14800392056911915,0.034906585039886591,11.539158166666667,-0.31871612500000002,-5.074941374999999
1403636580678555392,-0.043284165449459372,0.16196655458507375,0.018849555921538759,11.481952708333333,-0.26151066666666667,-5.0994580000000003
1403636580683555584,-0.055850536063818547,0.17104226669544431,0.0069813170079773184,11.343025166666667,-0.11441091666666667,-5.0994580000000003
1403636580688555520,-0.066322511575784518,0.18151424220741028,-0.0020943951023931952,11.204097624999999,-0.089894291666666667,-5.0912857916666665
1403636580693555456,-0.076794487087750496,0.19338248112097173,-0.010471975511965976,11.048825666666666,-0.122583125,-5.074941374999999
1403636580698555392,-0.080285145591739146,0.1954768762233649,-0.018151424220741029,10.844520458333331,-0.17161637500000002,-4.9932192916666667
1403636580703555584,-0.08307767239493008,0.2059488517353309,-0.027925268031909273,10.738281749999999,-0.29419949999999995,-5.0013914999999995
1403636580708555520,-0.086568330898918744,0.20874137853852182,-0.039793506945470715,10.803659416666665,-0.35957716666666667,-4.9850470833333329
1403636580713555456,-0.084473935796525554,0.21362830044410594,-0.041189770347066175,10.754626166666666,-0.34323275000000003,-4.9114972083333335
1403636580718555392,-0.085172067497323284,0.22479840765686968,-0.043982297150257102,10.721937333333331,-0.31871612500000002,-4.7889140833333332
1403636580723555584,-0.08377580409572781,0.22828906616085831,-0.049567350756638949,10.762798374999999,-0.32688833333333334,-4.75622525
1403636580728555520,-0.086568330898918744,0.23177972466484695,-0.049567350756638949,10.885381500000001,-0.24516625,-4.7153642083333329
1403636580733555456,-0.091455252804502868,0.23457225146803787,-0.046076692252650306,10.893553708333332,-0.17978858333333333,-4.6418143333333326
1403636580738555392,-0.096342174710086978,0.23596851486963336,-0.038397243543875248,10.958931374999999,-0.16344416666666667,-4.6254699166666668
1403636580743555584,-0.10611601852125524,0.23596851486963336,-0.032114058236695664,11.016136833333332,-0.122583125,-4.5846088749999998
1403636580748555520,-0.1096066770252439,0.23876104167282428,-0.033510321638291124,11.016136833333332,-0.17161637500000002,-4.5437478333333328
1403636580753555456,-0.12077678423800758,0.24434609527920614,-0.044680428851054839,11.03248125,-0.18796079166666665,-4.6009532916666664
1403636580758555392,-0.13473941825396224,0.24993114888558801,-0.050265482457436693,10.942586958333331,-0.196133,-4.6581587499999992
1403636580763555584,-0.13753194505715316,0.25970499269675623,-0.056548667764616284,10.6892485,-0.28602729166666663,-4.6499865416666664
1403636580768555520,-0.14032447186034408,0.26878070480712674,-0.05305800926062762,10.476771083333333,-0.32688833333333334,-4.6745031666666668
1403636580773555456,-0.13962634015954636,0.27087509990951991,-0.041887902047863905,10.288810291666666,-0.41678262500000002,-4.6990197916666663
1403636580778555392,-0.13823007675795088,0.27576202181510412,-0.035604716740684328,9.9782663750000005,-0.32688833333333334,-4.6908475833333334
1403636580783555584,-0.13334315485236678,0.28344147052387908,-0.028623399732707,9.8556832499999985,-0.36774937499999999,-4.6826753749999996
1403636580788555520,-0.13683381335635544,0.2869321290278678,-0.029321531433504733,9.831166624999998,-0.3350605416666666,-4.7480530416666662
1403636580793555456,-0.14381513036433274,0.28413960222467688,-0.034906585039886591,9.8475110416666656,-0.20430520833333332,-4.7317086249999996
1403636580798555392,-0.1556833692778942,0.28413960222467688,-0.048869219055841226,9.872027666666666,-0.3105439166666667,-4.6581587499999992
1403636580803555584,-0.16824973989225336,0.29042278753185646,-0.069813170079773182,9.9700941666666658,-0.34323275000000003,-4.6172977083333331
1403636580808555520,-0.17383479349863523,0.29251718263424964,-0.072605696882964116,10.019127416666667,-0.32688833333333334,-4.5519200416666665
1403636580813555456,-0.17732545200262387,0.29391344603584507,-0.067718774977379978,10.027299624999999,-0.32688833333333334,-4.4293369166666663
